id,satisfaction_v2,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Seat comfort,Departure/Arrival time convenient,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Leg room service,Baggage handling,Checkin service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes
98207,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,1918,1,0,5,3,5,5,5,5,2,2,2,3,1,5,0,0
84569,neutral or dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,3860,1,1,0,1,4,0,4,4,2,3,1,1,2,4,1,0
111389,neutral or dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,2017,1,1,0,1,2,0,2,2,1,2,1,4,2,2,0,0
1401,satisfied,Female,Loyal Customer,70,Personal Travel,Eco Plus,77,0,4,0,1,5,5,4,4,4,0,5,3,4,4,0,0
124079,neutral or dissatisfied,Male,Loyal Customer,27,Personal Travel,Eco,1648,1,1,0,1,5,0,2,5,2,1,1,1,1,5,9,17
53541,satisfied,Female,Loyal Customer,49,Personal Travel,Eco Plus,2438,0,4,0,2,4,3,5,5,5,0,5,3,5,5,0,0
101698,neutral or dissatisfied,Male,Loyal Customer,34,Personal Travel,Eco,2511,1,1,0,2,4,0,4,4,2,1,2,1,2,4,37,23
117670,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,3132,1,1,0,2,0,,4,3,4,3,2,4,4,4,205,210
112946,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,1231,0,4,0,2,3,4,1,2,2,0,2,5,2,2,0,0
108159,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,1216,0,4,0,2,4,0,4,4,4,2,5,5,5,4,0,1
25118,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2316,1,1,0,2,3,0,3,3,2,2,2,1,2,3,62,63
19980,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Business,617,1,1,0,2,5,1,2,4,4,0,4,4,4,4,17,4
77412,satisfied,Female,Loyal Customer,30,Personal Travel,Eco,1465,0,4,0,2,5,0,5,5,2,1,3,3,2,5,0,0
43906,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1603,0,4,0,2,3,0,1,3,3,2,5,3,5,3,0,6
62269,satisfied,Female,Loyal Customer,27,Personal Travel,Eco Plus,3482,0,4,0,2,1,0,1,1,3,5,4,5,5,1,6,0
41594,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2267,1,1,0,3,4,0,4,4,1,2,2,3,3,4,46,59
74819,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco Plus,2736,1,1,0,3,4,0,4,4,2,4,4,1,3,4,0,0
97200,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2968,1,1,0,3,5,0,5,5,3,4,4,3,3,5,9,22
53729,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2642,1,1,0,3,3,0,3,3,3,4,4,1,3,3,0,0
35608,satisfied,Female,Loyal Customer,43,Personal Travel,Eco Plus,1107,0,4,0,2,5,4,5,5,5,0,1,3,5,5,0,0
100236,satisfied,Female,Loyal Customer,52,Personal Travel,Business,1139,0,4,0,2,5,0,5,5,3,5,4,4,5,5,96,127
129170,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,981,0,4,0,2,5,5,4,2,2,4,2,3,2,3,0,0
39608,satisfied,Female,Loyal Customer,8,Personal Travel,Eco,1855,0,4,0,2,5,,4,2,2,0,3,3,2,3,0,4
117631,satisfied,Female,Loyal Customer,47,Personal Travel,Eco,916,0,4,0,2,5,4,5,2,2,0,2,4,2,5,0,0
11619,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,786,0,4,0,2,5,4,4,4,4,0,4,5,4,3,1,0
107504,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,2087,1,1,0,3,2,0,2,2,4,2,2,3,3,2,66,87
85258,neutral or dissatisfied,Male,Loyal Customer,42,Personal Travel,Eco,1823,1,1,0,3,1,0,1,1,1,2,3,4,4,1,0,5
112727,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1606,1,1,0,3,2,0,2,2,4,1,3,1,4,2,54,48
87711,neutral or dissatisfied,Male,Loyal Customer,39,Personal Travel,Eco,1446,1,1,0,3,5,0,5,5,4,2,3,2,2,5,0,5
85530,satisfied,Female,Loyal Customer,22,Personal Travel,Business,1939,0,4,0,3,2,0,2,2,3,3,4,1,4,2,0,0
121501,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco Plus,2148,1,1,0,3,1,0,1,1,3,2,2,3,3,1,2,1
102503,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1061,0,4,0,3,1,0,1,1,3,5,4,5,4,1,16,6
41817,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,1332,1,1,0,3,5,0,5,5,1,4,2,1,2,,0,0
9087,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1937,1,1,0,3,5,0,3,5,4,3,3,2,3,5,0,26
45176,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,55,0,4,0,3,4,0,3,4,2,3,3,2,3,4,0,6
50627,satisfied,Female,Loyal Customer,51,Personal Travel,Eco,116,0,4,0,3,5,3,3,4,4,0,4,1,4,2,0,0
33163,neutral or dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,1891,1,1,0,3,1,0,1,1,2,3,4,4,3,1,0,3
33372,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,4023,0,4,0,3,3,5,4,1,1,0,1,4,1,5,0,0
53527,neutral or dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,3533,1,1,0,4,2,0,2,2,2,3,3,4,4,2,0,0
92224,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,3050,1,1,0,4,5,0,5,5,4,1,4,2,4,5,40,12
60410,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1499,0,4,0,3,3,,5,2,2,0,2,4,2,4,83,90
73048,neutral or dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1892,1,1,0,4,5,0,5,5,4,2,4,4,3,5,0,0
71656,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,2643,1,1,0,4,4,0,4,4,4,4,4,1,3,4,15,8
48577,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2798,0,4,0,3,1,0,1,1,2,1,4,5,1,1,0,0
98686,neutral or dissatisfied,Male,Loyal Customer,65,Personal Travel,Eco,1979,1,1,0,4,2,0,2,2,4,5,3,3,3,2,0,0
16129,neutral or dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1931,1,1,0,4,4,0,2,4,1,5,3,3,4,4,5,11
125213,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,684,0,4,0,3,4,0,4,4,4,3,1,2,5,4,0,1
19453,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,377,0,4,0,3,5,5,4,1,1,0,1,3,1,3,5,5
35970,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,1512,0,4,0,3,1,4,1,1,3,2,5,3,5,1,0,0
18666,neutral or dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1593,1,1,0,4,4,0,4,4,2,2,3,3,4,4,0,0
78043,satisfied,Female,Loyal Customer,70,Personal Travel,Eco,56,0,4,0,3,4,4,4,1,1,0,3,4,1,5,0,0
33088,satisfied,Female,Loyal Customer,43,Personal Travel,Eco,87,0,4,0,3,4,0,4,4,4,4,5,4,4,4,0,0
126748,satisfied,Female,Loyal Customer,42,Personal Travel,Eco,2549,0,4,0,3,5,0,5,5,5,3,5,5,5,5,18,0
55443,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,4001,1,1,1,1,1,1,1,1,4,1,1,4,2,1,16,0
28704,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,3980,1,1,1,1,4,1,4,4,2,3,2,3,2,4,0,0
70410,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,1581,0,4,0,3,4,5,5,4,4,0,4,4,4,4,0,24
27848,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2405,0,4,0,3,4,0,4,4,2,4,4,2,4,4,0,0
88988,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco,2251,1,1,1,1,1,1,1,1,3,3,2,1,1,1,0,8
38427,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,2444,0,4,0,3,2,0,2,2,3,1,3,5,5,2,30,27
83505,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,2453,1,1,1,1,3,1,5,3,1,4,1,2,2,3,3,15
96668,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,2011,1,1,1,1,5,1,5,5,1,5,2,1,2,5,25,25
59788,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1984,0,4,0,3,3,0,3,3,4,2,5,3,5,3,16,3
60979,satisfied,Female,Loyal Customer,50,Personal Travel,Eco,931,0,4,0,3,3,0,3,3,4,5,5,5,4,3,0,3
112530,neutral or dissatisfied,Male,Loyal Customer,28,Personal Travel,Eco,1965,1,1,1,1,5,1,5,5,3,2,1,3,2,5,10,7
23009,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,2036,0,4,0,3,2,0,2,2,4,2,5,5,5,2,70,54
12849,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2471,1,1,1,1,5,1,5,5,2,1,2,3,2,5,0,0
18116,neutral or dissatisfied,Male,Loyal Customer,13,Personal Travel,Eco,1647,1,1,1,1,3,1,3,3,3,4,1,2,1,3,39,18
91151,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2214,1,1,1,1,4,1,3,4,3,2,2,2,1,4,0,0
105354,neutral or dissatisfied,Male,Loyal Customer,45,Personal Travel,Eco,2172,1,1,1,1,2,1,2,2,1,5,1,1,2,2,6,3
88618,neutral or dissatisfied,Male,Loyal Customer,47,Personal Travel,Eco,2036,1,1,1,1,4,1,4,4,4,3,2,2,2,4,0,0
22558,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Business,326,1,1,1,1,4,1,2,4,4,1,4,3,4,2,2,0
19095,satisfied,Female,Loyal Customer,45,Personal Travel,Business,336,0,4,0,3,4,4,4,1,1,0,1,3,1,3,31,45
52422,neutral or dissatisfied,Male,Loyal Customer,49,Personal Travel,Eco,1785,1,1,1,1,5,1,5,5,3,2,2,3,2,5,1,0
57371,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1926,0,4,0,3,2,0,2,2,2,4,1,3,3,2,0,0
78047,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,2135,1,1,1,1,1,3,4,3,4,2,1,4,1,4,265,245
46771,neutral or dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco Plus,949,1,1,1,1,4,1,4,4,1,1,1,3,1,4,23,42
46734,satisfied,Female,Loyal Customer,31,Personal Travel,Eco,2074,0,4,0,3,4,0,4,4,2,1,2,3,3,4,5,0
46721,satisfied,Female,Loyal Customer,41,Personal Travel,Eco,1287,0,4,0,3,1,0,1,1,3,5,4,3,4,1,0,18
125490,neutral or dissatisfied,Male,Loyal Customer,54,Personal Travel,Eco Plus,4088,1,1,1,2,2,1,2,2,3,4,2,4,2,2,16,0
56972,satisfied,Female,Loyal Customer,18,Personal Travel,Eco,3779,0,4,0,3,1,2,3,2,2,0,2,1,2,4,5,0
75459,neutral or dissatisfied,Male,Loyal Customer,46,Personal Travel,Eco,3202,1,1,1,2,4,1,2,4,1,2,3,4,3,4,0,0
57183,neutral or dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,3828,1,1,1,2,5,1,5,5,1,5,1,2,2,5,52,49
127701,satisfied,Female,Loyal Customer,23,Personal Travel,Eco,3800,0,4,0,4,2,0,2,2,1,2,3,4,4,2,10,0
89219,satisfied,Female,Loyal Customer,17,Personal Travel,Eco,3234,0,4,0,4,2,0,2,2,4,5,3,5,3,2,0,0
126495,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,2939,0,4,0,4,2,0,2,2,3,1,4,3,3,2,0,2
127637,satisfied,Female,Loyal Customer,63,Personal Travel,Eco,1781,0,4,0,4,4,5,5,3,3,0,5,5,3,5,10,17
71908,satisfied,Female,Loyal Customer,59,Personal Travel,Eco,1789,0,4,0,4,2,2,2,3,3,0,3,4,3,1,5,0
108397,neutral or dissatisfied,Female,Loyal Customer,24,Personal Travel,Eco Plus,3288,1,1,1,2,1,3,3,2,1,1,1,3,3,3,201,208
55137,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,2821,1,1,1,2,5,1,3,5,2,1,1,3,2,5,0,7
81930,neutral or dissatisfied,Male,Loyal Customer,51,Personal Travel,Business,1561,1,1,1,2,1,2,3,4,4,1,3,1,4,2,5,0
92132,neutral or dissatisfied,Male,Loyal Customer,33,Personal Travel,Eco,2878,1,1,1,2,5,1,5,5,1,1,2,3,2,5,0,0
101696,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2724,1,1,1,2,4,1,4,4,1,5,3,3,3,4,0,0
112084,neutral or dissatisfied,Male,Loyal Customer,20,Personal Travel,Eco,3389,1,1,1,2,1,1,1,1,2,5,3,1,3,1,1,0
128005,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco,2919,1,1,1,2,4,1,5,4,3,1,3,2,3,4,6,3
93699,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2786,1,1,1,2,5,1,5,5,4,2,3,3,2,5,18,8
125400,neutral or dissatisfied,Male,Loyal Customer,18,Personal Travel,Eco,2953,1,1,1,2,2,1,1,2,2,5,1,3,3,2,10,7
119763,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco Plus,3010,1,1,1,2,3,1,3,3,4,3,2,1,2,3,4,26
76244,neutral or dissatisfied,Male,Loyal Customer,63,Personal Travel,Eco,3260,1,1,1,2,3,1,3,3,3,1,3,2,2,3,0,0
80249,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,2884,1,1,1,2,1,1,1,1,3,1,1,1,2,1,0,0
67895,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2041,0,4,0,4,1,0,1,1,3,2,5,3,4,1,0,0
72691,satisfied,Female,Loyal Customer,9,Personal Travel,Eco,2282,0,4,0,4,5,4,4,2,2,0,2,3,2,1,0,4
35807,neutral or dissatisfied,Male,Loyal Customer,19,Personal Travel,Business,2345,1,1,1,2,1,1,1,1,2,3,1,3,2,1,20,16
65762,neutral or dissatisfied,Male,Loyal Customer,,Personal Travel,Eco,2219,1,1,1,2,1,1,2,1,2,4,1,4,1,1,0,0
68423,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2588,0,4,0,4,5,3,3,1,1,0,1,4,1,4,0,0
27238,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,2279,0,4,0,4,5,0,5,5,4,5,1,1,3,5,0,0
79358,neutral or dissatisfied,Male,Loyal Customer,52,Personal Travel,Eco,2175,1,1,1,2,5,1,5,5,1,1,2,2,2,5,0,0
121060,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,1056,0,4,0,4,5,1,3,1,1,0,1,2,1,4,35,60
55521,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2283,0,4,0,4,5,0,5,5,3,5,4,3,5,5,0,0
37736,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1828,0,4,0,4,2,5,5,2,2,0,2,5,2,5,0,0
59664,satisfied,Female,Loyal Customer,29,Personal Travel,Eco,2224,0,4,0,4,5,3,4,5,5,0,5,4,5,1,0,0
46978,neutral or dissatisfied,Male,Loyal Customer,21,Personal Travel,Eco,1999,1,1,1,2,4,1,4,4,5,5,5,5,5,4,0,3
83530,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco Plus,1957,1,1,1,2,2,1,4,2,2,5,2,4,3,2,0,0
103864,satisfied,Female,Loyal Customer,28,Personal Travel,Eco,1894,0,4,0,4,5,0,5,5,4,3,4,3,3,5,0,0
117635,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,872,0,4,0,4,1,0,1,1,4,4,4,5,4,1,1,0
97282,neutral or dissatisfied,Male,Loyal Customer,26,Personal Travel,Business,1774,1,1,1,2,4,1,4,4,3,2,1,2,2,4,22,38
125734,satisfied,Female,Loyal Customer,55,Personal Travel,Eco Plus,867,0,4,0,4,3,4,5,5,5,0,2,3,5,4,9,17
112562,neutral or dissatisfied,Male,Loyal Customer,40,Personal Travel,Eco Plus,2546,1,1,1,2,5,1,5,5,1,1,2,4,3,5,20,18
345,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco,1800,1,1,1,2,2,1,4,2,4,5,3,3,2,2,23,17
85263,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco,2348,1,1,1,2,5,1,5,5,4,2,2,3,3,5,2,0
99611,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco Plus,2098,1,1,1,2,3,1,3,3,4,4,3,2,3,3,0,0
4458,neutral or dissatisfied,Male,Loyal Customer,25,Personal Travel,Eco Plus,1966,1,1,1,2,3,1,3,3,3,4,3,1,2,3,0,0
80333,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1786,0,4,0,4,2,4,5,3,3,0,3,5,3,5,0,15
86666,neutral or dissatisfied,Male,Loyal Customer,41,Personal Travel,Eco,2351,1,1,1,2,2,1,2,2,1,2,3,2,2,2,25,32
4618,neutral or dissatisfied,Male,Loyal Customer,56,Personal Travel,Eco,2133,1,1,1,2,4,1,4,4,3,4,2,2,2,4,3,0
93732,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco Plus,1792,1,1,1,2,4,1,4,4,1,4,2,4,2,4,12,22
30494,satisfied,Female,Loyal Customer,22,Personal Travel,Eco,2076,0,4,0,4,1,0,5,1,4,4,2,3,2,1,10,40
77428,satisfied,Female,Loyal Customer,25,Personal Travel,Eco,1793,0,4,0,4,3,4,4,1,1,0,1,3,1,4,43,35
66578,satisfied,Female,Loyal Customer,37,Personal Travel,Eco,1845,0,4,0,4,3,0,3,3,3,2,5,3,5,3,14,21
44368,satisfied,Female,Loyal Customer,58,Personal Travel,Eco,598,0,4,0,4,4,5,5,1,1,0,1,5,1,3,0,0
88546,satisfied,Female,Loyal Customer,57,Personal Travel,Eco,620,0,4,0,4,3,0,3,3,5,3,5,4,4,3,0,0
66132,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1542,1,1,1,2,2,1,2,2,4,4,2,3,2,2,0,0
45252,neutral or dissatisfied,Male,Loyal Customer,69,Personal Travel,Eco,2390,1,1,1,2,4,1,4,4,3,5,3,3,2,4,0,0
66249,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,1670,0,4,0,4,4,0,4,4,1,1,3,1,1,4,4,0
42323,neutral or dissatisfied,Male,Loyal Customer,67,Personal Travel,Eco,1624,1,1,1,2,4,1,4,4,3,4,1,2,3,4,0,0
29781,satisfied,Female,Loyal Customer,33,Personal Travel,Business,596,0,4,0,4,1,0,1,1,4,4,4,5,5,1,0,0
43778,neutral or dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,2197,1,1,1,2,2,1,2,2,4,3,3,1,2,2,0,18
103108,satisfied,Female,Loyal Customer,69,Personal Travel,Eco,569,0,4,0,5,2,5,5,5,5,0,2,4,5,3,13,20
122289,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,1283,1,1,1,2,1,1,5,1,4,4,1,2,1,1,18,22
95765,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1312,0,4,0,5,5,0,5,5,4,2,5,5,4,5,13,7
51451,satisfied,Female,Loyal Customer,34,Personal Travel,Eco Plus,1555,0,4,0,5,2,0,2,2,4,4,5,5,4,2,0,0
82547,satisfied,Female,Loyal Customer,53,Personal Travel,Eco,440,0,4,1,1,1,1,1,1,3,2,3,5,5,1,67,66
11153,satisfied,Female,Loyal Customer,32,Personal Travel,Eco,2395,0,4,1,1,3,3,5,4,4,1,4,3,4,3,0,0
17326,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,2025,0,4,1,2,3,4,4,1,1,1,1,4,1,5,46,47
116168,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,2263,1,1,1,2,4,1,4,4,1,3,2,2,2,4,0,0
102547,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,436,0,4,1,2,1,1,5,1,4,4,5,3,5,1,0,0
105236,neutral or dissatisfied,Female,Loyal Customer,21,Personal Travel,Eco,1960,1,1,1,2,1,2,4,3,4,2,3,4,3,4,315,297
23821,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,382,0,4,1,3,5,4,5,3,3,1,3,4,3,4,10,24
114565,neutral or dissatisfied,Male,Loyal Customer,55,Personal Travel,Business,391,1,1,1,2,3,1,2,1,1,1,1,3,1,2,0,0
52445,neutral or dissatisfied,Male,Loyal Customer,58,Personal Travel,Eco,1770,1,1,1,2,2,1,2,2,1,1,2,1,1,2,0,0
51389,neutral or dissatisfied,Male,Loyal Customer,29,Personal Travel,Eco Plus,1495,1,1,1,2,4,1,4,4,3,2,3,4,2,4,0,0
3059,neutral or dissatisfied,Male,Loyal Customer,22,Personal Travel,Eco,2224,1,1,1,2,3,1,3,3,4,3,2,1,2,3,0,0
8950,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,1897,1,1,1,2,3,1,3,3,4,3,2,1,3,3,22,55
104877,satisfied,Female,Loyal Customer,14,Personal Travel,Eco,1576,0,4,1,3,3,1,1,3,4,2,5,4,5,3,28,29
1138,neutral or dissatisfied,Male,Loyal Customer,70,Personal Travel,Eco,1646,1,1,1,2,1,1,1,1,3,5,2,4,3,1,0,0
116489,neutral or dissatisfied,Male,Loyal Customer,17,Personal Travel,Eco,1133,1,1,1,2,3,1,3,3,4,4,2,3,1,3,1,0
50551,satisfied,Female,Loyal Customer,62,Personal Travel,Eco,316,0,4,1,4,3,1,3,3,3,3,5,5,4,3,2,10
2611,satisfied,Female,Loyal Customer,67,Personal Travel,Eco,312,0,5,0,1,4,0,4,4,5,3,4,4,4,4,16,12
7112,neutral or dissatisfied,Male,Loyal Customer,12,Personal Travel,Eco,1485,1,1,1,2,4,1,4,4,4,5,2,1,3,4,0,0
34811,satisfied,Female,Loyal Customer,49,Personal Travel,Eco,301,0,5,0,1,4,0,4,4,5,4,4,5,4,4,0,0
43713,satisfied,Female,Loyal Customer,27,Personal Travel,Eco,1329,0,5,0,1,4,4,4,2,2,0,3,5,2,4,0,0
65174,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1390,0,5,0,1,1,0,1,1,5,3,5,5,4,1,17,18
11350,neutral or dissatisfied,Male,Loyal Customer,64,Personal Travel,Eco,1013,1,1,1,2,4,1,4,4,4,5,3,1,3,4,0,2
1282,satisfied,Female,Loyal Customer,11,Personal Travel,Eco,1547,0,5,0,1,1,0,1,1,4,3,5,3,5,1,0,12
68731,neutral or dissatisfied,Male,Loyal Customer,30,Personal Travel,Eco Plus,1243,1,1,1,2,4,1,5,4,1,4,3,4,3,4,0,0
113691,satisfied,Female,Loyal Customer,13,Personal Travel,Eco,1243,0,5,0,1,4,0,4,4,3,3,5,4,3,4,0,0
11283,neutral or dissatisfied,Male,Loyal Customer,57,Personal Travel,Eco,1389,1,1,1,2,1,1,1,1,2,1,2,3,2,1,0,0
45373,satisfied,Female,Loyal Customer,54,Personal Travel,Eco,243,0,5,0,1,3,5,4,3,3,0,3,4,3,3,0,0
11085,satisfied,Female,Loyal Customer,15,Personal Travel,Eco,1734,0,5,0,1,3,5,4,4,4,0,4,5,4,5,0,0
12509,satisfied,Female,Loyal Customer,26,Personal Travel,Eco Plus,1022,0,5,0,1,4,0,5,4,5,5,4,4,4,4,103,102
122107,neutral or dissatisfied,Male,Loyal Customer,60,Personal Travel,Eco,1148,1,1,1,2,4,1,2,4,1,3,3,1,3,4,0,14
11121,neutral or dissatisfied,Male,Loyal Customer,11,Personal Travel,Eco,1330,1,1,1,2,3,1,3,3,4,3,2,4,3,3,4,8
1179,neutral or dissatisfied,Male,Loyal Customer,48,Personal Travel,Eco,1426,1,1,1,2,4,1,2,4,4,2,1,2,1,4,10,18
8270,satisfied,Female,Loyal Customer,56,Personal Travel,Eco,60,0,5,0,1,1,0,1,1,3,4,4,3,5,1,0,0
119144,neutral or dissatisfied,Male,Loyal Customer,32,Personal Travel,Eco,955,1,1,1,2,3,1,3,3,1,4,3,1,3,3,39,36
52652,satisfied,Female,Loyal Customer,33,Personal Travel,Eco,1396,0,5,0,1,1,0,3,1,3,2,5,4,5,1,0,0
1385,satisfied,Female,Loyal Customer,14,Personal Travel,Eco Plus,1528,0,5,0,2,3,5,5,2,2,0,2,2,2,5,0,0
87737,neutral or dissatisfied,Male,Loyal Customer,35,Personal Travel,Eco,6470,1,1,1,3,1,3,3,1,2,2,2,3,2,3,0,32
72036,neutral or dissatisfied,Female,Loyal Customer,38,Personal Travel,Eco,5322,1,1,1,3,1,4,4,2,4,2,2,4,2,4,0,0
129489,neutral or dissatisfied,Male,Loyal Customer,23,Personal Travel,Eco,4650,1,1,1,3,2,1,2,2,1,3,4,4,4,2,0,
129115,satisfied,Female,Loyal Customer,36,Personal Travel,Eco Plus,4055,0,5,0,2,2,0,2,2,5,2,5,5,4,2,0,0
129117,satisfied,Female,Loyal Customer,61,Personal Travel,Eco Plus,2618,0,5,0,2,3,0,3,3,5,4,4,4,4,3,0,0
57020,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco,4051,1,1,1,3,3,1,1,3,2,3,3,3,3,3,0,0
59396,satisfied,Female,Loyal Customer,66,Personal Travel,Eco,2565,0,5,0,2,1,0,1,1,5,1,3,5,1,1,65,56
35719,neutral or dissatisfied,Male,Loyal Customer,59,Personal Travel,Eco,4195,1,1,1,3,1,3,5,2,3,3,2,5,2,5,0,2
84561,satisfied,Female,Loyal Customer,10,Personal Travel,Eco,3629,0,5,0,2,4,4,2,4,4,0,4,2,4,3,1,0
129345,neutral or dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,3937,1,1,1,3,5,1,5,5,2,1,3,4,3,5,12,12
80200,neutral or dissatisfied,Male,Loyal Customer,61,Personal Travel,Eco,3800,1,1,1,3,4,1,4,4,2,4,3,3,4,4,4,0
129359,neutral or dissatisfied,Male,Loyal Customer,9,Personal Travel,Eco Plus,3858,1,1,1,3,1,1,5,1,1,2,3,1,3,1,6,15
80210,satisfied,Female,Loyal Customer,60,Personal Travel,Eco Plus,2502,0,5,0,2,3,0,5,3,5,3,4,5,3,3,0,0
129389,neutral or dissatisfied,Male,Loyal Customer,53,Personal Travel,Eco Plus,3577,1,1,1,3,2,1,2,2,4,5,3,4,2,2,9,0
126765,satisfied,Female,Loyal Customer,38,Personal Travel,Eco,3906,0,5,0,2,5,0,5,5,5,2,4,3,5,5,0,0
74292,neutral or dissatisfied,Male,Loyal Customer,38,Personal Travel,Eco,3189,1,1,1,3,5,1,5,5,3,3,3,1,4,5,0,0
74269,satisfied,Female,Loyal Customer,50,Personal Travel,Business,2317,0,5,0,2,3,5,5,2,2,0,5,5,2,5,0,0
74874,neutral or dissatisfied,Male,Loyal Customer,51,Personal Travel,Eco,3757,1,1,1,3,3,1,3,3,2,2,2,4,2,3,0,0
120576,satisfied,Female,Loyal Customer,48,Personal Travel,Eco Plus,2219,0,5,0,2,2,0,2,2,3,5,4,4,5,2,0,0
126873,satisfied,Female,Loyal Customer,61,Personal Travel,Eco,2159,0,5,0,2,4,5,5,4,4,0,4,5,4,4,0,0
